Date of Stop ,Time Of Stop ,Race,Sex,Age,ReasonForStop,ResultsOfSearch,ResultOfStop,Location of Stop ,District
1/20/16,19:33:00,W WHITE,M,32,1 Moving Violation,1 No Search,2 Citation,GOLDEN GATE MARKET,J
1/25/16,13:46:00,W WHITE,F,45,1 Moving Violation,1 No Search,2 Citation,STANYAN OAK,F
1/26/16,13:52:00,W WHITE,F,27,1 Moving Violation,1 No Search,2 Citation,OAK COLE,F
1/26/16,15:20:00,W WHITE,M,52,1 Moving Violation,1 No Search,2 Citation,HARRISON 8TH ST,B
1/26/16,15:26:00,O ALL OTHERS,M,39,1 Moving Violation,1 No Search,2 Citation,HARRISON 7TH TH,B
1/26/16,15:36:00,W WHITE,M,46,1 Moving Violation,1 No Search,2 Citation,HARRISON 7TH TH,B
1/26/16,15:05:00,A ASIAN,M,34,1 Moving Violation,1 No Search,2 Citation,HARRISON 7TH TH,B
1/26/16,16:01:00,O ALL OTHERS,M,60,1 Moving Violation,1 No Search,2 Citation,3RD ST FOLSOM,B
1/26/16,15:29:00,H HISPANIC,M,22,1 Moving Violation,1 No Search,3 Warning,WB TO EB 621 BRANNAN ST,B
1/26/16,19:30:00,W WHITE,M,47,1 Moving Violation,1 No Search,2 Citation,SB MISSION ST To E/B 16TH ST,B
1/26/16,19:03:00,W WHITE,M,27,1 Moving Violation,1 No Search,2 Citation,7TH ST NO. 3 LANE To W/B HARRISON ST,B
1/26/16,19:48:00,B BLACK,M,58,1 Moving Violation,1 No Search,3 Warning,EB 16TH ST To S/B MISSION ST,D
1/26/16,20:34:00,H HISPANIC,M,47,1 Moving Violation,1 No Search,2 Citation,NB-SB 845 VALENCIA ST.,D
1/26/16,20:03:00,A ASIAN,F,38,1 Moving Violation,1 No Search,3 Warning,NB TO SB 1287 VALENCIA ST,D
1/26/16,16:53:00,W WHITE,F,36,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,NORTH  SANSOME ST LOMBARD ST,A
1/26/16,16:06:00,A ASIAN,M,65,1 Moving Violation,1 No Search,2 Citation,NORTH  SANSOME ST LOMBARD ST,A
1/27/16,8:31:00,A ASIAN,F,55,1 Moving Violation,1 No Search,3 Warning,EAST  INDUSTRIAL SHAFTER,C
1/27/16,8:43:00,B BLACK,M,65,1 Moving Violation,1 No Search,2 Citation,WEST  INDUSTRIAL BLVD SHAFTER ST,C
1/27/16,8:52:00,A ASIAN,M,55,1 Moving Violation,1 No Search,2 Citation,EAST  INDUSTRIAL BLVD SHAFTER ST,C
1/27/16,9:12:00,A ASIAN,M,39,1 Moving Violation,1 No Search,2 Citation,EAST  INDUSTRIAL BLVD SHAFTER ST,C
1/27/16,9:29:00,B BLACK,M,70,1 Moving Violation,1 No Search,2 Citation,EAST  INDUSTRIAL BLVD SHAFTER ST,C
1/27/16,8:29:00,B BLACK,F,27,1 Moving Violation,1 No Search,2 Citation,EAST  INDUSTRIAL AVENUE At SHAFTER AVENUE,C
1/27/16,8:50:00,A ASIAN,M,55,1 Moving Violation,1 No Search,2 Citation,EAST  INDUSTRIAL AVENUE At SHAFTER AVENUE,C
1/27/16,9:17:00,B BLACK,F,28,1 Moving Violation,1 No Search,2 Citation,WEST  INDUSTRIAL AVENUE At SHAFTER AVENUE,C
1/27/16,9:02:00,H HISPANIC,F,52,1 Moving Violation,1 No Search,2 Citation,WEST  INDUSTRIAL AVENUE At SHAFTER AVENUE,C
1/27/16,9:34:00,W WHITE,F,66,1 Moving Violation,1 No Search,2 Citation,EAST  INDUSTRIAL AVENUE At SHAFTER AVENUE,C
1/26/16,9:12:00,W WHITE,M,62,1 Moving Violation,1 No Search,2 Citation,NORTH  6TH ST To W/B HOWARD ST,B
1/26/16,10:22:00,B BLACK,M,45,1 Moving Violation,1 No Search,2 Citation,NORTH  6TH ST To W/B HOWARD ST,B
1/26/16,10:43:00,W WHITE,M,48,1 Moving Violation,1 No Search,2 Citation,NORTH  6TH ST To W/B HOWARD ST,B
1/26/16,10:06:00,O ALL OTHERS,M,39,1 Moving Violation,1 No Search,2 Citation,WEST  HOWARD ST BET 6TH AND 7TH STS,B
1/23/16,8:33:00,H HISPANIC,M,26,1 Moving Violation,1 No Search,2 Citation,SOUTH  US101 1000 feet N of S. US280 SPLIT,H
1/23/16,9:20:00,A ASIAN,M,31,1 Moving Violation,1 No Search,2 Citation,EAST  OAK ST At BAKER ST,F
1/23/16,9:43:00,O ALL OTHERS,M,42,1 Moving Violation,1 No Search,2 Citation,WEST  SUTTER ST To N/B POLK ST,E
1/23/16,15:59:00,A ASIAN,M,46,1 Moving Violation,1 No Search,2 Citation,WEST  OFARRELL ST To N/B STEINER ST,E
1/26/16,8:55:00,A ASIAN,M,77,1 Moving Violation,1 No Search,2 Citation,NORTH  VAN NESS AVE To W/B GREEN ST,E
1/26/16,9:18:00,B BLACK,F,27,1 Moving Violation,1 No Search,2 Citation,NORTH  VAN NESS AVE To W/B GREEN ST,E
1/26/16,9:27:00,H HISPANIC,M,41,1 Moving Violation,1 No Search,2 Citation,NORTH  VAN NESS AVE To W/B GREEN ST,E
1/27/16,8:28:00,O ALL OTHERS,M,31,1 Moving Violation,1 No Search,2 Citation,WEST  16TH ST At SAN BRUNO AVE,D
1/27/16,8:42:00,W WHITE,F,30,1 Moving Violation,1 No Search,2 Citation,EAST  16TH ST At SAN BRUNO AVE,C
1/27/16,8:54:00,H HISPANIC,M,57,1 Moving Violation,1 No Search,2 Citation,EAST  16TH ST At SAN BRUNO AVE,C
1/27/16,9:34:00,O ALL OTHERS,M,50,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST To N/B 3RD ST,B
1/27/16,9:43:00,A ASIAN,M,45,1 Moving Violation,1 No Search,2 Citation,NORTH  3RD ST At HARRISON ST,B
1/27/16,9:06:00,B BLACK,F,30,1 Moving Violation,1 No Search,2 Citation,SOUTH  US101 1000 feet N of S. US280 SPLIT,C
1/27/16,12:28:00,A ASIAN,M,19,1 Moving Violation,1 No Search,2 Citation,WEST  MISSION ST To S/B 4TH ST,B
1/27/16,8:23:00,A ASIAN,M,25,1 Moving Violation,1 No Search,2 Citation,EAST  INDUSTRIAL At SHAFTER,C
1/27/16,8:38:00,O ALL OTHERS,M,21,1 Moving Violation,1 No Search,2 Citation,WEST  INDUSTRIAL At SHAFTER,C
1/27/16,8:58:00,W WHITE,M,28,1 Moving Violation,1 No Search,2 Citation,EAST  INDUSTRIAL At SHAFTER,C
1/27/16,9:12:00,H HISPANIC,M,35,1 Moving Violation,1 No Search,2 Citation,EAST  INDUSTRIAL At SHAFTER,C
1/27/16,9:23:00,A ASIAN,M,30,1 Moving Violation,1 No Search,2 Citation,WEST  INDUSTRIAL At SHAFTER,C
1/27/16,7:57:00,O ALL OTHERS,M,32,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,NORTH  6TH FOLSOM,B
1/27/16,8:10:00,B BLACK,M,69,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  FOLSOM 4TH,B
1/27/16,8:39:00,B BLACK,M,37,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,WEST  HARRISON 4TH,B
1/27/16,8:49:00,O ALL OTHERS,M,48,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,WEST  HARRISON 5TH,B
1/27/16,9:03:00,W WHITE,M,36,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,NORTH  6TH HOWARD,B
1/27/16,16:14:00,H HISPANIC,M,51,1 Moving Violation,1 No Search,3 Warning,WB HARRISON BETWEEN 7TH ST AND 8TH ST 505 feet,B
1/27/16,16:03:00,O ALL OTHERS,F,36,1 Moving Violation,1 No Search,2 Citation,WB HARRISON BETWEEN 7TH ST AND 8TH ST 337 feet,B
1/27/16,16:34:00,W WHITE,F,68,1 Moving Violation,1 No Search,2 Citation,WB HARRISON BETWEEN 7TH ST AND 8TH ST 505 feet,B
1/27/16,16:48:00,W WHITE,M,38,1 Moving Violation,1 No Search,2 Citation,WB HARRISON BETWEEN 7TH ST AND 8TH ST 204 feet,B
1/27/16,17:03:00,O ALL OTHERS,F,46,1 Moving Violation,1 No Search,2 Citation,WB HARRISON BETWEEN 7TH ST AND 8TH ST 369 feet,B
1/27/16,17:09:00,B BLACK,M,33,1 Moving Violation,1 No Search,2 Citation,WB HARRISON BETWEEN 7TH ST AND 8TH ST 666 feet,B
1/27/16,15:35:00,H HISPANIC,M,41,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT 185 feet At JACK LONDON,B
1/27/16,15:46:00,H HISPANIC,M,53,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT 237 feet At JACK LONDON,B
1/27/16,15:54:00,H HISPANIC,M,49,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT 252 feet At JACK LONDON,B
1/27/16,16:12:00,W WHITE,M,48,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT 267 feet At JACK LONDON,B
1/27/16,16:24:00,W WHITE,F,42,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT 245 feet At JACK LONDON,B
1/27/16,16:29:00,W WHITE,M,49,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT 115 feet At JACK LONDON,B
1/27/16,16:04:00,W WHITE,M,52,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT 442 feet At JACK LONDON,B
1/27/16,16:46:00,W WHITE,M,47,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT 360 feet At JACK LONDON,B
1/27/16,16:52:00,H HISPANIC,M,63,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT 427 feet At JACK LONDON,B
1/27/16,17:14:00,A ASIAN,M,39,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT,B
1/27/16,15:56:00,A ASIAN,M,29,1 Moving Violation,1 No Search,2 Citation,HARRISON 8TH,B
1/27/16,16:21:00,B BLACK,M,44,1 Moving Violation,1 No Search,2 Citation,HARRISON 8TH,B
1/27/16,16:29:00,O ALL OTHERS,M,40,1 Moving Violation,1 No Search,2 Citation,HARRISON 8TH,B
1/27/16,16:45:00,W WHITE,M,59,1 Moving Violation,1 No Search,2 Citation,HARRISON 8TH,B
1/27/16,16:08:00,O ALL OTHERS,M,41,1 Moving Violation,1 No Search,2 Citation,HARRISON 8TH,B
1/27/16,15:10:00,H HISPANIC,M,29,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
1/27/16,15:40:00,W WHITE,M,22,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
1/27/16,16:01:00,W WHITE,M,64,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
1/27/16,16:27:00,O ALL OTHERS,F,71,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
1/27/16,16:51:00,W WHITE,M,22,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
1/27/16,17:11:00,B BLACK,M,23,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
1/27/16,16:16:00,W WHITE,M,65,1 Moving Violation,1 No Search,2 Citation,NORTH  EMBARCADERO To S/B EMBARCADERO,B
1/27/16,18:12:00,W WHITE,M,49,1 Moving Violation,1 No Search,3 Warning,WEST  LAKE At 19TH,G
1/27/16,18:26:00,W WHITE,M,39,1 Moving Violation,1 No Search,2 Citation,WEST  LAKE To S/B 19TH ST,G
1/27/16,18:47:00,W WHITE,M,71,1 Moving Violation,1 No Search,3 Warning,EAST  LAKE At 19TH AV,G
1/27/16,19:34:00,W WHITE,M,35,1 Moving Violation,1 No Search,2 Citation,WEST  LAKE At 19TH AVE,G
1/27/16,19:08:00,W WHITE,M,29,1 Moving Violation,1 No Search,2 Citation,WEST  LAKE At 19TH AV,G
1/27/16,17:43:00,O ALL OTHERS,M,26,1 Moving Violation,1 No Search,3 Warning,SOUTH  MONTGOMERY ST. At MARKET ST.,B
1/27/16,15:54:00,W WHITE,M,47,1 Moving Violation,1 No Search,2 Citation,SB 2ND ST. BRYANT,B
1/27/16,16:15:00,H HISPANIC,F,34,1 Moving Violation,1 No Search,2 Citation,SB 2ND ST. BRYANT,B
1/27/16,16:42:00,B BLACK,F,31,1 Moving Violation,1 No Search,2 Citation,SB 2ND ST. BRYANT,B
1/27/16,16:56:00,W WHITE,M,76,1 Moving Violation,1 No Search,2 Citation,EB BRYANT 2ND ST.,B
1/27/16,17:15:00,B BLACK,M,46,1 Moving Violation,1 No Search,2 Citation,SB 2ND ST. BRYANT,B
1/27/16,16:15:00,O ALL OTHERS,F,59,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
1/27/16,16:47:00,O ALL OTHERS,M,42,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST At 2ND ST,B
1/27/16,16:53:00,O ALL OTHERS,M,57,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
1/27/16,17:12:00,O ALL OTHERS,M,25,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST At 2ND ST,B
1/27/16,17:17:00,A ASIAN,M,35,1 Moving Violation,1 No Search,2 Citation,NORTH  7TH At HARRISON,B
1/27/16,8:29:00,B BLACK,F,27,1 Moving Violation,1 No Search,2 Citation,WEST  16TH SAN BRUNO,D
1/27/16,8:41:00,O ALL OTHERS,M,64,1 Moving Violation,1 No Search,2 Citation,EAST  16TH ST SAN BRUNO,D
1/27/16,8:49:00,W WHITE,M,51,1 Moving Violation,1 No Search,2 Citation,WEST  16TH ST SAN BRUNO,D
1/27/16,9:06:00,O ALL OTHERS,M,46,1 Moving Violation,1 No Search,3 Warning,WEST  16TH ST SAN BRUNO,D
1/28/16,10:09:00,A ASIAN,M,65,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  GEARY STREET At GOUGH STREET,E
1/28/16,13:22:00,A ASIAN,M,22,1 Moving Violation,1 No Search,2 Citation,NORTH  6TH STREET To W/B HOWARD STREET,B
1/27/16,17:24:00,W WHITE,F,51,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  LOMBARD ST SANSOME ST,A
1/27/16,17:43:00,W WHITE,M,40,1 Moving Violation,1 No Search,2 Citation,NORTH  SANSOME ST LOMBARD ST,A
1/27/16,17:56:00,W WHITE,F,43,1 Moving Violation,1 No Search,2 Citation,NORTH  SANSOME ST LOMBARD ST,A
1/28/16,8:28:00,O ALL OTHERS,F,40,1 Moving Violation,1 No Search,2 Citation,381 NORTH  7TH ST. To E/B FOLSOM ST.,B
1/28/16,9:29:00,A ASIAN,F,23,1 Moving Violation,1 No Search,2 Citation,WEST  HARRISON ST. To N/B 7TH ST.,B
1/28/16,9:40:00,A ASIAN,M,36,1 Moving Violation,1 No Search,2 Citation,381 NORTH  7TH ST. To E/B FOLSOM ST.,B
1/28/16,10:29:00,O ALL OTHERS,M,39,1 Moving Violation,1 No Search,2 Citation,WEST  CALIFORNIA To S/B MONTGOMERY ST.,A
1/28/16,10:04:00,A ASIAN,M,22,1 Moving Violation,1 No Search,2 Citation,381 NORTH  7TH ST. To E/B FOLSOM ST.,B
1/28/16,10:43:00,A ASIAN,M,27,1 Moving Violation,1 No Search,2 Citation,WEST  CALIFORNIA ST. To S/B MONTGOMERY ST,A
1/28/16,10:54:00,W WHITE,F,34,1 Moving Violation,1 No Search,2 Citation,550 EAST  CALIFORNIA ST To W/B CALIFORNIA ST.,A
1/28/16,11:59:00,W WHITE,M,59,1 Moving Violation,1 No Search,3 Warning,19TH AVE OCEAN,I
1/28/16,12:30:00,W WHITE,M,76,1 Moving Violation,1 No Search,2 Citation,6TH ST FOLSOM,B
1/28/16,12:44:00,A ASIAN,F,56,1 Moving Violation,1 No Search,2 Citation,6TH ST MARKET,B
1/28/16,12:49:00,O ALL OTHERS,M,40,1 Moving Violation,1 No Search,2 Citation,6TH ST MARKET,B
1/28/16,12:58:00,O ALL OTHERS,M,40,1 Moving Violation,1 No Search,2 Citation,6TH ST MARKET,B
1/28/16,15:34:00,W WHITE,M,34,1 Moving Violation,1 No Search,2 Citation,7TH ST HARRISON,B
1/28/16,15:47:00,H HISPANIC,M,31,1 Moving Violation,1 No Search,2 Citation,7TH ST HARRISON,B
1/28/16,14:59:00,W WHITE,M,69,1 Moving Violation,1 No Search,2 Citation,EB BRYANT 2ND ST.,B
1/28/16,15:12:00,W WHITE,F,48,1 Moving Violation,1 No Search,3 Warning,EB BRYANT 2ND ST.,B
1/28/16,15:24:00,W WHITE,M,54,1 Moving Violation,1 No Search,3 Warning,EB BRYANT 2ND ST.,B
1/28/16,16:14:00,O ALL OTHERS,F,28,1 Moving Violation,1 No Search,2 Citation,SB 2ND ST. BRYANT,B
1/28/16,16:23:00,O ALL OTHERS,M,60,1 Moving Violation,1 No Search,2 Citation,SB 2ND ST. BRYANT,B
1/28/16,16:33:00,W WHITE,M,34,1 Moving Violation,1 No Search,2 Citation,NB 2ND ST. BRYANT,B
1/28/16,16:43:00,O ALL OTHERS,M,37,1 Moving Violation,1 No Search,2 Citation,SB 2ND ST. BRYANT,B
1/28/16,16:04:00,O ALL OTHERS,M,27,1 Moving Violation,1 No Search,3 Warning,EB BRYANT 2ND ST.,B
1/28/16,17:14:00,H HISPANIC,M,27,1 Moving Violation,1 No Search,3 Warning,SB 2ND ST. BRYANT,B
1/28/16,17:04:00,A ASIAN,M,58,1 Moving Violation,1 No Search,2 Citation,SB 2ND ST. BRYANT,B
1/28/16,15:33:00,O ALL OTHERS,M,58,1 Moving Violation,1 No Search,2 Citation,NORTH  2ND ST To E/B BRYANT ST,B
1/28/16,15:47:00,O ALL OTHERS,M,24,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
1/28/16,16:23:00,O ALL OTHERS,M,26,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
1/28/16,16:48:00,O ALL OTHERS,F,32,1 Moving Violation,1 No Search,2 Citation,NORTH  2ND ST To E/B BRYANT ST,B
1/28/16,16:06:00,O ALL OTHERS,M,33,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  BRYANT ST At 2ND ST,B
1/28/16,17:05:00,O ALL OTHERS,M,29,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST At 2ND ST,B
1/28/16,14:45:00,O ALL OTHERS,M,55,1 Moving Violation,1 No Search,2 Citation,WB HARRISON ST BETWEEN 7TH ST AND 8TH ST 270 feet,B
1/28/16,15:19:00,O ALL OTHERS,M,63,1 Moving Violation,1 No Search,2 Citation,WB HARRISON ST BETWEEN 7TH ST AND 8TH ST 229 feet,B
1/28/16,15:28:00,O ALL OTHERS,M,61,1 Moving Violation,1 No Search,2 Citation,SB 8TH ST TO EB BRYANT ST,B
1/28/16,15:08:00,B BLACK,F,60,1 Moving Violation,1 No Search,3 Warning,WB HARRISON ST BETWEEN 7TH ST AND 8TH ST 101 feet,B
1/28/16,17:29:00,O ALL OTHERS,F,52,1 Moving Violation,1 No Search,3 Warning,NB GUERRERO TO WB  DUBOCE,B
1/28/16,15:51:00,O ALL OTHERS,M,33,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT 386 feet At JACK LONDON,B
1/28/16,16:25:00,H HISPANIC,M,29,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT 131 feet At JACK LONDON,B
1/28/16,16:40:00,W WHITE,F,30,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT 244 feet At JACK LONDON,B
1/28/16,16:04:00,B BLACK,F,32,1 Moving Violation,1 No Search,4 Incident Report,EAST  BRYANT 160 feet At JACK LONDON,B
1/28/16,16:57:00,W WHITE,M,21,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT At 2ND,B
1/28/16,17:14:00,W WHITE,F,66,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT,B
1/28/16,17:08:00,W WHITE,F,42,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT,B
1/28/16,15:24:00,W WHITE,F,40,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
1/28/16,15:28:00,W WHITE,F,48,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
1/28/16,16:16:00,W WHITE,F,26,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
1/28/16,16:23:00,B BLACK,M,41,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
1/28/16,16:26:00,W WHITE,M,44,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
1/28/16,16:38:00,H HISPANIC,M,30,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
1/28/16,16:07:00,W WHITE,M,57,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
1/28/16,17:45:00,O ALL OTHERS,M,52,1 Moving Violation,1 No Search,2 Citation,MASON ST To E/B MARKET SY,B
1/28/16,16:46:00,A ASIAN,F,25,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,NORTH  SANSOME ST LOMBARD ST,A
1/28/16,17:29:00,W WHITE,M,27,1 Moving Violation,1 No Search,2 Citation,NORTH  SANSOME ST To E/B LOMBARD ST,A
1/28/16,17:08:00,W WHITE,M,40,1 Moving Violation,1 No Search,2 Citation,NORTH  SANSOME ST To E/B LOMBARD ST,A
1/28/16,16:46:00,W WHITE,M,49,1 Moving Violation,1 No Search,3 Warning,SANSOME ST LOMBARD ST,A
1/28/16,19:02:00,W WHITE,M,72,1 Moving Violation,1 No Search,2 Citation,NORTH  2ND ST To E/B TOWNSEND ST,B
1/28/16,15:00:00,W WHITE,F,19,1 Moving Violation,1 No Search,2 Citation,NORTH  SANSOME LANE 2 At LOMBARD,A
1/28/16,15:15:00,W WHITE,F,61,1 Moving Violation,1 No Search,2 Citation,NORTH  SANSOME LANE 1 At LOMBARD,A
1/28/16,17:48:00,O ALL OTHERS,M,32,1 Moving Violation,1 No Search,2 Citation,NORTH  EMBARCADERO LANE 2 LOMBARD TO BAY,A
1/29/16,8:34:00,W WHITE,F,35,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,POST ST LARKIN ST,E
1/29/16,8:56:00,B BLACK,M,30,2 Mechanical or Nonmoving Violation,1 No Search,3 Warning,BRYANT ST 7TH ST,B
1/25/16,6:41:00,W WHITE,M,18,2 Mechanical or Nonmoving Violation,1 No Search,3 Warning,STUART MARKET,A
1/25/16,11:39:00,W WHITE,M,,1 Moving Violation,1 No Search,1 In Custody Arrest,,
1/28/16,17:18:00,W WHITE,M,44,1 Moving Violation,1 No Search,2 Citation,NORTH  2ND ST To W/B MISSION ST,B
1/29/16,16:29:00,W WHITE,M,29,1 Moving Violation,1 No Search,2 Citation,EAST  FOLSOM ST LN2 To S/B HAWTHONE ST,B
1/29/16,16:38:00,H HISPANIC,F,46,2 Mechanical or Nonmoving Violation,1 No Search,3 Warning,EAST  FOLSOM ST At HAWTHORNE ST,B
1/30/16,15:20:00,B BLACK,F,30,1 Moving Violation,1 No Search,2 Citation,EAST  MISSION To N/B 9TH ST,J
1/30/16,15:02:00,W WHITE,M,26,1 Moving Violation,1 No Search,2 Citation,EAST  MISSION To N/B 7TH ST,B
1/30/16,15:57:00,W WHITE,M,31,1 Moving Violation,1 No Search,2 Citation,EAST  MISSION To N/B 3RD ST,J
1/30/16,15:09:00,A ASIAN,F,26,1 Moving Violation,1 No Search,2 Citation,EAST  MISSION To N/B JESSIE EAST,J
1/30/16,16:18:00,W WHITE,M,21,1 Moving Violation,1 No Search,2 Citation,EAST  855 MISSION To W/B 860 MISSION,J
1/30/16,16:23:00,O ALL OTHERS,M,22,1 Moving Violation,1 No Search,2 Citation,WEST  MISSION To N/B 5TH ST,J
1/30/16,19:19:00,A ASIAN,M,68,1 Moving Violation,1 No Search,2 Citation,NORTH  SANSOME ST LOMBARD ST,A
1/30/16,19:32:00,W WHITE,F,25,1 Moving Violation,1 No Search,2 Citation,NORTH  SANSOME ST LOMBARD ST,A
1/30/16,19:07:00,W WHITE,M,67,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,NORTH  SANSOME ST LOMBARD ST,A
1/30/16,15:55:00,B BLACK,F,18,1 Moving Violation,1 No Search,3 Warning,WB HARRISON BETWEEN 7TH ST AND 8TH ST 210 feet,B
1/30/16,16:17:00,H HISPANIC,F,41,1 Moving Violation,1 No Search,3 Warning,WB HARRISON BETWEEN 7TH ST AND 8TH ST 276 feet,B
1/30/16,16:07:00,B BLACK,M,46,1 Moving Violation,1 No Search,2 Citation,WB HARRISON BETWEEN 7TH ST AND 8TH ST 329 feet,B
1/31/16,12:18:00,O ALL OTHERS,M,20,1 Moving Violation,1 No Search,2 Citation,WB GEARY ST AT TAYLOR,B
1/31/16,12:52:00,O ALL OTHERS,M,28,1 Moving Violation,1 No Search,2 Citation,NB 6TH ST AT HARRISON ST,B
1/27/16,8:30:00,W WHITE,M,43,1 Moving Violation,1 No Search,2 Citation,EAST  INDUSTRIAL At SHAFTER,C
1/27/16,8:42:00,W WHITE,F,47,1 Moving Violation,1 No Search,2 Citation,EAST  INDUSTRIAL At SHAFTER,C
1/27/16,8:53:00,B BLACK,M,37,1 Moving Violation,1 No Search,2 Citation,EAST  INDUSTRIAL At SHAFTER,C
1/27/16,9:21:00,A ASIAN,M,63,1 Moving Violation,1 No Search,2 Citation,WEST  INDUSTRIAL At SHAFTER,C
1/27/16,9:08:00,O ALL OTHERS,F,42,1 Moving Violation,1 No Search,2 Citation,EAST  INDUSTRIAL At SHAFTER,C
1/30/16,10:16:00,O ALL OTHERS,F,20,1 Moving Violation,1 No Search,2 Citation,NORTH  SANSOME ST To E/B MARKET ST,B
1/30/16,16:14:00,O ALL OTHERS,M,26,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,WEST  MARKET At 3RD ST,J
1/30/16,16:34:00,O ALL OTHERS,M,24,1 Moving Violation,1 No Search,2 Citation,EAST  MARKET ST At FOURTH TO W MARKET ST,B
1/31/16,12:44:00,O ALL OTHERS,M,21,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,NORTH  3RD ST At BRYANT ST,B
1/31/16,13:17:00,O ALL OTHERS,M,32,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  OFARRELL At GRANT TO MARKET ST,B
1/31/16,13:02:00,O ALL OTHERS,F,29,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  OFARRELL At GRANT TO MARKET ST,B
1/31/16,13:25:00,O ALL OTHERS,M,32,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  OFARRELL At GRANT,B
1/31/16,13:33:00,O ALL OTHERS,M,29,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  MARKET ST At 6TH ST,B
1/31/16,13:38:00,O ALL OTHERS,M,28,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  MARKET ST At 6TH ST,B
1/31/16,13:52:00,O ALL OTHERS,M,28,2 Mechanical or Nonmoving Violation,1 No Search,3 Warning,EAST  MARKET ST At 6TH ST,B
1/31/16,14:30:00,O ALL OTHERS,M,57,1 Moving Violation,1 No Search,3 Warning,EAST  MARKET ST At 6TH ST,B
1/31/16,14:37:00,O ALL OTHERS,M,34,2 Mechanical or Nonmoving Violation,1 No Search,3 Warning,EAST  MARKET ST At 6TH ST,B
